address,parking,type,num_schools,cost,suburb,beds,baths,cost/(beds+baths)
"114/60 Siddeley Street, Docklands VIC 3008",1,Apartment / Unit / Flat,9,1250.0,Docklands,3,2,250.0
"5209/35 Queens Bridge Street, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1295.0,Southbank,2,2,323.75
"3602/100 Harbour Esplanade, Docklands VIC 3008",2,Apartment / Unit / Flat,9,1250.0,Docklands,3,2,250.0
"3201/1 Balston Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,1200.0,Southbank,3,2,240.0
"1102/53 Batman Street, West Melbourne VIC 3003",0,Apartment / Unit / Flat,9,460.0,West Melbourne,1,1,230.0
"104/14 Anderson Street, West Melbourne VIC 3003",1,Apartment / Unit / Flat,11,480.0,West Melbourne,1,1,240.0
"1201/568 St Kilda Road, Melbourne VIC 3004",1,Apartment / Unit / Flat,12,500.0,Melbourne,1,1,250.0
"214/9 Dryburgh Street, West Melbourne VIC 3003",0,Apartment / Unit / Flat,11,490.0,West Melbourne,1,1,245.0
"T501/348 St Kilda Road, Melbourne VIC 3004",0,Apartment / Unit / Flat,11,500.0,Melbourne,1,1,250.0
"28 Cumberland Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,1200.0,Docklands,2,2,300.0
"101/603 St Kilda Road, Melbourne VIC 3004",0,Apartment / Unit / Flat,11,500.0,Melbourne,1,1,250.0
"11/33 Walsh, West Melbourne VIC 3003",1,Apartment / Unit / Flat,9,495.0,West Melbourne,1,1,247.5
"2102/7 Siddeley Street, Docklands VIC 3008",1,Apartment / Unit / Flat,9,1230.0,Docklands,2,2,307.5
"211/9 Commercial Road, Melbourne VIC 3004",1,Apartment / Unit / Flat,12,500.0,Melbourne,1,1,250.0
"1108/241 Harbour Esplanade, Docklands VIC 3008",2,Apartment / Unit / Flat,9,1200.0,Docklands,3,3,200.0
"1504/568 St Kilda Road, Melbourne VIC 3004",1,Apartment / Unit / Flat,12,500.0,Melbourne,1,1,250.0
"1302/53 Batman Street, West Melbourne VIC 3003",0,Apartment / Unit / Flat,9,450.0,West Melbourne,1,1,225.0
"301/5 Stawell Street, West Melbourne VIC 3003",0,Apartment / Unit / Flat,11,450.0,West Melbourne,1,1,225.0
"307/53 Batman Street, West Melbourne VIC 3003",0,Apartment / Unit / Flat,9,440.0,West Melbourne,1,1,220.0
"4001/7 Riverside Quay, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1175.0,Southbank,2,2,293.75
"207/470 St Kilda Road, Melbourne VIC 3004",0,Apartment / Unit / Flat,12,500.0,Melbourne,2,1,166.66666666666666
"5105/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,1173.0,Southbank,2,2,293.25
"206/26 Queens Rd, Melbourne VIC 3004",1,Apartment / Unit / Flat,12,500.0,Melbourne,1,1,250.0
"2613/7 Siddeley Street, Docklands VIC 3008",1,Apartment / Unit / Flat,9,1155.0,Docklands,2,2,288.75
"313/9 Commercial Road, Melbourne VIC 3004",1,Apartment / Unit / Flat,12,490.0,Melbourne,1,1,245.0
"3406/9 Power Street, Southbank VIC 3006",0,Apartment / Unit / Flat,9,1150.0,Southbank,3,2,230.0
"703/915 Collins street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,1100.0,Docklands,3,2,220.0
"408/594 St Kilda Road, Melbourne VIC 3004",1,Apartment / Unit / Flat,11,480.0,Melbourne,1,1,240.0
"2804/81 South Wharf Drive, Docklands VIC 3008",2,Apartment / Unit / Flat,10,1100.0,Docklands,3,2,220.0
"2306/14 Kavanagh Street, Southbank VIC 3006",2,Apartment / Unit / Flat,9,1150.0,Southbank,3,2,230.0
"908/568 St Kilda Road, Melbourne VIC 3004",1,Apartment / Unit / Flat,12,495.0,Melbourne,1,1,247.5
"3201/151 City Road, Southbank VIC 3006",2,Apartment / Unit / Flat,10,1150.0,Southbank,3,2,230.0
"906/568 St Kilda Road, Melbourne VIC 3004",0,Apartment / Unit / Flat,12,475.0,Melbourne,1,1,237.5
"6007/7 Riverside Quay, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1140.0,Southbank,3,2,228.0
"5403/35 Queensbridge Street, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1150.0,Southbank,3,2,230.0
"1112/7 Siddeley Street, Docklands VIC 3008",0,Apartment / Unit / Flat,9,1080.0,Docklands,2,2,270.0
"1304/568 St Kilda Road, Melbourne VIC 3004",0,Apartment / Unit / Flat,12,475.0,Melbourne,1,1,237.5
"1805/8 Waterview Walk, Docklands VIC 3008",2,Apartment / Unit / Flat,8,1020.0,Docklands,3,2,204.0
"302/594 St Kilda Road, Melbourne VIC 3004",1,Apartment / Unit / Flat,11,470.0,Melbourne,1,1,235.0
"1105/568 St Kilda Road, Melbourne VIC 3004",0,Apartment / Unit / Flat,12,460.0,Melbourne,1,1,230.0
"2403/50 Lorimer Street, Docklands VIC 3008",2,Apartment / Unit / Flat,11,1000.0,Docklands,2,2,250.0
"3604e/888 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,1050.0,Docklands,3,2,210.0
"3102/100 Lorimer Street, Docklands VIC 3008",2,Apartment / Unit / Flat,11,1000.0,Docklands,2,2,250.0
"506/610 St Kilda Road, Melbourne VIC 3004",0,Apartment / Unit / Flat,11,450.0,Melbourne,1,1,225.0
"3001/60 Kavanagh Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,1100.0,Southbank,3,2,220.0
"627/572 St Kilda Road, Melbourne VIC 3004",0,Apartment / Unit / Flat,12,400.0,Melbourne,1,1,200.0
"3010/81 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1100.0,Southbank,3,2,220.0
"1805/7 Riverside Quay, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1100.0,Southbank,3,2,220.0
"3707/7 Riverside Quay, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1100.0,Southbank,2,2,275.0
"193 Pilgrim Street, Seddon VIC 3011",1,House,9,780.0,Seddon,3,1,195.0
"34 Tennyson Street, Seddon VIC 3011",0,House,9,740.0,Seddon,3,1,185.0
"906/689 Latrobe Street, Docklands VIC 3008",0,Apartment / Unit / Flat,9,945.0,Docklands,2,2,236.25
"1809/3 Aquitania Way, Docklands VIC 3008",1,Apartment / Unit / Flat,9,950.0,Docklands,2,2,237.5
"1605E/18 Hoff Boulevard, Southbank VIC 3006",1,Apartment / Unit / Flat,10,1100.0,Southbank,3,2,220.0
"3813/70 Southbank Bvd, Southbank VIC 3006",1,Apartment / Unit / Flat,10,1090.0,Southbank,2,2,272.5
"1410/7 Siddeley Street, Docklands VIC 3008",0,Apartment / Unit / Flat,9,915.0,Docklands,2,2,228.75
"3303/100 Lorimer Street, Docklands VIC 3008",1,Apartment / Unit / Flat,11,950.0,Docklands,2,2,237.5
"2903/1 Freshwater Place, Southbank VIC 3006",0,Apartment / Unit / Flat,10,1085.0,Southbank,2,1,361.6666666666667
"7 Bayview Road, Seddon VIC 3011",0,House,9,650.0,Seddon,2,1,216.66666666666666
"2607/81 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1075.0,Southbank,3,2,215.0
"159 Buckley Street, Seddon VIC 3011",1,House,9,620.0,Seddon,3,1,155.0
"1008/915 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,900.0,Docklands,2,2,225.0
"1905/50 Lorimer Street, Docklands VIC 3008",2,Apartment / Unit / Flat,11,870.0,Docklands,2,2,217.5
"3201/81 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1050.0,Southbank,3,2,210.0
"9/30 Sydenham Street, Seddon VIC 3011",1,House,9,620.0,Seddon,2,2,155.0
"889 Collins Street, Docklands VIC 3008",0,Apartment / Unit / Flat,8,900.0,Docklands,1,1,450.0
"1907/81 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,9,1060.0,Southbank,3,2,212.0
"55/55 Victoria Harbour Promenade, Docklands VIC 3008",1,Apartment / Unit / Flat,8,860.0,Docklands,2,2,215.0
"3101/1 Balston Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,1050.0,Southbank,3,2,210.0
"8/SAINT MANGOS LANE, Docklands VIC 3008",0,Apartment / Unit / Flat,8,850.0,Docklands,2,1,283.3333333333333
"4 Arran Street, Seddon VIC 3011",0,House,8,600.0,Seddon,2,1,200.0
"36 Pilgrim street, Seddon VIC 3011",1,House,8,600.0,Seddon,3,1,150.0
"8/50 Bayview Road, Seddon VIC 3011",1,Apartment / Unit / Flat,9,450.0,Seddon,2,1,150.0
"7 Henry Street, Seddon VIC 3011",0,House,9,500.0,Seddon,2,1,166.66666666666666
"5106/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,1011.0,Southbank,2,2,252.75
"325/57 Spencer Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,850.0,Docklands,3,1,212.5
"1505/25 Waterfront Way, Docklands VIC 3008",1,Apartment / Unit / Flat,9,850.0,Docklands,2,2,212.5
"3/275 Nicholson Street, Seddon VIC 3011",1,Apartment / Unit / Flat,9,400.0,Seddon,2,1,133.33333333333334
"124/8 Waterside Place, Docklands VIC 3008",1,Apartment / Unit / Flat,8,850.0,Docklands,2,2,212.5
"311/173 City Road, Southbank VIC 3006",2,Apartment / Unit / Flat,10,1000.0,Southbank,3,2,200.0
"1807/60 Lorimer Street, Docklands VIC 3008",1,Apartment / Unit / Flat,11,850.0,Docklands,2,1,283.3333333333333
"2202/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,1000.0,Southbank,2,2,250.0
"501/815 BOURKE STREET, Docklands VIC 3008",1,Apartment / Unit / Flat,8,850.0,Docklands,2,2,212.5
"4304/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,999.0,Southbank,2,2,249.75
"1911/7 Siddeley Street, Docklands VIC 3008",0,Apartment / Unit / Flat,9,840.0,Docklands,1,1,420.0
"2713/8 Pearl River Rd, Docklands VIC 3008",1,Apartment / Unit / Flat,8,820.0,Docklands,2,2,205.0
"203/2 Newquay Promenade, Docklands VIC 3008",1,Apartment / Unit / Flat,9,850.0,Docklands,2,1,283.3333333333333
"2002/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,1000.0,Southbank,2,2,250.0
"4108/1 Queensbridge Square, Southbank VIC 3006",2,Apartment / Unit / Flat,10,950.0,Southbank,2,2,237.5
"4606/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,990.0,Southbank,2,2,247.5
"5 Stanley Street, West Footscray VIC 3012",2,House,12,800.0,West Footscray,3,2,160.0
"39 Napoleon Street, West Footscray VIC 3012",1,House,11,850.0,West Footscray,3,2,170.0
"3503/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,985.0,Southbank,2,2,246.25
"1610N/889 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,830.0,Docklands,2,2,207.5
"3108/241 City Road, Southbank VIC 3006",2,Apartment / Unit / Flat,10,940.0,Southbank,3,2,188.0
"911/915 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,850.0,Docklands,2,2,212.5
"1503/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,950.0,Southbank,2,2,237.5
"1813/628 Flinder Street, Docklands VIC 3008",0,Apartment / Unit / Flat,8,800.0,Docklands,2,1,266.6666666666667
"501/18 Waterview Walk, Docklands VIC 3008",1,Apartment / Unit / Flat,8,810.0,Docklands,2,2,202.5
"3004/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,950.0,Southbank,2,2,237.5
"2805/18 Hoff Boulevard, Southbank VIC 3006",1,Apartment / Unit / Flat,10,925.0,Southbank,3,2,185.0
"1203/20 Rakaia Way, Docklands VIC 3008",1,Apartment / Unit / Flat,9,800.0,Docklands,2,2,200.0
"271/8 Waterside Place, Docklands VIC 3008",1,House,8,800.0,Docklands,2,1,266.6666666666667
"336 Geelong Road, West Footscray VIC 3012",2,House,8,650.0,West Footscray,3,1,162.5
"806/83 Queensbridge Street, Southbank VIC 3006",1,Apartment / Unit / Flat,9,900.0,Southbank,3,2,180.0
"905/628 Flinders Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,800.0,Docklands,2,2,200.0
"2411/163 City Road, Southbank VIC 3006",2,Apartment / Unit / Flat,10,895.0,Southbank,3,2,179.0
"908/163 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,10,900.0,Southbank,3,2,180.0
"13 Hex Street, West Footscray VIC 3012",4,House,9,620.0,West Footscray,3,1,155.0
"13 Carlyle Street, Maidstone VIC 3012",5,House,11,725.0,Maidstone,5,3,90.625
"11 Howard Street, Maidstone VIC 3012",1,House,8,1200.0,Maidstone,4,3,171.42857142857142
"2B/245 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,11,900.0,Southbank,2,2,225.0
"2407N/889 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,790.0,Docklands,2,1,263.3333333333333
"2705/628 Flinders Street, Docklands VIC 3008",1,House,8,800.0,Docklands,2,2,200.0
"91/183 City Road, Southbank VIC 3006",2,Apartment / Unit / Flat,10,900.0,Southbank,3,2,180.0
"2013/8 Pearl River Road, Docklands VIC 3008",1,Apartment / Unit / Flat,8,799.0,Docklands,2,1,266.3333333333333
"3 Park Ave, West Footscray VIC 3012",2,House,9,650.0,West Footscray,3,2,130.0
"1408N/883 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,800.0,Docklands,2,2,200.0
"207/173 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,10,900.0,Southbank,2,1,300.0
"1201E/888 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,790.0,Docklands,2,2,197.5
"6001/35 Queensbridge Street, Southbank VIC 3006",1,Apartment / Unit / Flat,9,890.0,Southbank,2,2,222.5
"809/8 Kavanagh Street, Southbank VIC 3006",1,Apartment / Unit / Flat,9,885.0,Southbank,1,1,442.5
"1 Elphinstone Street, West Footscray VIC 3012",1,House,12,580.0,West Footscray,2,1,193.33333333333334
"UNIT 3306/245 CITY ROAD, Southbank VIC 3006",1,Apartment / Unit / Flat,11,895.0,Southbank,1,1,447.5
"3304/90 Lorimer Street, Docklands VIC 3008",2,Apartment / Unit / Flat,11,780.0,Docklands,2,1,260.0
"905S/883 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,780.0,Docklands,2,2,195.0
"1401E/888 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,780.0,Docklands,2,2,195.0
"28 Stanley Street, West Footscray VIC 3012",1,House,12,590.0,West Footscray,3,1,147.5
"1701/7 Riverside Quay, Southbank VIC 3006",1,Apartment / Unit / Flat,9,880.0,Southbank,2,2,220.0
"3/18 Clarendon Parade, West Footscray VIC 3012",1,Apartment / Unit / Flat,7,560.0,West Footscray,2,1,186.66666666666666
"2504/231 Harbour Esplanade, Docklands VIC 3008",1,Apartment / Unit / Flat,9,780.0,Docklands,2,2,195.0
"1310/25 Coventry Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,875.0,Southbank,2,2,218.75
"811N/883 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,780.0,Docklands,2,2,195.0
"606/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,870.0,Southbank,2,2,217.5
"G11/110 Roberts Street, West Footscray VIC 3012",1,Apartment / Unit / Flat,7,550.0,West Footscray,2,2,137.5
"5703/70 Southbank Boulevard, Southbank VIC 3006",1,Apartment / Unit / Flat,10,870.0,Southbank,2,2,217.5
"6/8 Waratah Street, West Footscray VIC 3012",1,House,9,530.0,West Footscray,2,2,132.5
"20 SUMMERHILL ROAD, Maidstone VIC 3012",2,House,9,600.0,Maidstone,3,1,150.0
"2501/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,853.0,Southbank,2,2,213.25
"13 Elphinstone Street, West Footscray VIC 3012",1,House,12,530.0,West Footscray,2,1,176.66666666666666
"3408/100 Harbour Esplanade, Docklands VIC 3008",1,Apartment / Unit / Flat,9,775.0,Docklands,2,2,193.75
"3101E/888 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,780.0,Docklands,2,2,195.0
"609N/889 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,770.0,Docklands,2,2,192.5
"1513/9 Power Street, Southbank VIC 3006",0,Apartment / Unit / Flat,9,852.0,Southbank,1,1,426.0
"11/350-354 Somerville Road, West Footscray VIC 3012",1,Apartment / Unit / Flat,6,440.0,West Footscray,2,1,146.66666666666666
"24 Summerhill Rd, Maidstone VIC 3012",0,House,9,575.0,Maidstone,3,1,143.75
"304/699C Barkly Street, West Footscray VIC 3012",1,Apartment / Unit / Flat,11,430.0,West Footscray,2,2,107.5
"1309/60 Kavanagh Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,850.0,Southbank,2,2,212.5
"7A Fisher Street, Maidstone VIC 3012",0,House,10,600.0,Maidstone,3,2,120.0
"3612/60 Kavanagh Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,850.0,Southbank,2,2,212.5
"20 Khartoum St, West Footscray VIC 3012",2,House,9,500.0,West Footscray,3,1,125.0
"1810N/889 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,770.0,Docklands,2,2,192.5
"808/163 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,10,850.0,Southbank,3,2,170.0
"3/19 Elphinstone street, West Footscray VIC 3012",1,Apartment / Unit / Flat,12,450.0,West Footscray,2,1,150.0
"606/677 La Trobe Street, Docklands VIC 3008",1,Apartment / Unit / Flat,9,780.0,Docklands,2,2,195.0
"S706/231 Harbour Esplanade, Docklands VIC 3008",1,Apartment / Unit / Flat,9,770.0,Docklands,2,2,192.5
"22/146 Rupert Street, West Footscray VIC 3012",1,Apartment / Unit / Flat,10,370.0,West Footscray,2,1,123.33333333333333
"1702/915 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,800.0,Docklands,2,1,266.6666666666667
"46/38 Kavanagh Street, Southbank VIC 3006",2,Apartment / Unit / Flat,10,850.0,Southbank,3,1,212.5
"1905E/888 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,800.0,Docklands,2,2,200.0
"1/132 Rupert street, West Footscray VIC 3012",1,Apartment / Unit / Flat,11,360.0,West Footscray,1,1,180.0
"2/4 Spurling Street, Maidstone VIC 3012",1,Apartment / Unit / Flat,12,550.0,Maidstone,2,1,183.33333333333334
"3/35 Ballarat Rd, Maidstone VIC 3012",2,House,10,500.0,Maidstone,3,2,100.0
"7/43-45 Church Street, West Footscray VIC 3012",1,Apartment / Unit / Flat,9,360.0,West Footscray,1,1,180.0
"5807/70 Southbank Blvd, Southbank VIC 3006",1,Apartment / Unit / Flat,10,850.0,Southbank,2,2,212.5
"3306/81 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,9,830.0,Southbank,2,2,207.5
"912/152 Sturt Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,840.0,Southbank,2,2,210.0
"114/120 Sturt Street, Southbank VIC 3006",1,House,9,850.0,Southbank,2,1,283.3333333333333
"1/436 Geelong Road, West Footscray VIC 3012",1,Apartment / Unit / Flat,6,360.0,West Footscray,1,1,180.0
"1105/60 Siddeley Street, Docklands VIC 3008",1,Apartment / Unit / Flat,9,750.0,Docklands,2,1,250.0
"103 South Wharf Drive, Docklands VIC 3008",1,Apartment / Unit / Flat,8,750.0,Docklands,2,2,187.5
"6 Holland Court, Maidstone VIC 3012",3,House,10,490.0,Maidstone,3,1,122.5
"5/14 Rondell Avenue, West Footscray VIC 3012",1,Apartment / Unit / Flat,11,280.0,West Footscray,1,1,140.0
"2 Cathcart Street, Maidstone VIC 3012",1,House,9,500.0,Maidstone,3,1,125.0
"304S/889 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,750.0,Docklands,2,2,187.5
"2202/421 Docklands Drive, Docklands VIC 3008",1,Apartment / Unit / Flat,9,750.0,Docklands,2,2,187.5
"8/14 Rondell Avenue, West Footscray VIC 3012",1,Apartment / Unit / Flat,11,280.0,West Footscray,1,1,140.0
"2813/60 Kavanagh Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,830.0,Southbank,2,2,207.5
"6/6 Rondell Avenue, West Footscray VIC 3012",1,Apartment / Unit / Flat,11,270.0,West Footscray,1,1,135.0
"1601/8 McCrae Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,750.0,Docklands,2,2,187.5
"15/4 Crefden Street, Maidstone VIC 3012",1,Apartment / Unit / Flat,12,480.0,Maidstone,2,1,160.0
"56A Churchill Avenue, Maidstone VIC 3012",3,House,10,460.0,Maidstone,3,1,115.0
"59/173 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,10,830.0,Southbank,3,2,166.0
"1/103 Stanhope Street, West Footscray VIC 3012",0,House,11,185.0,West Footscray,1,1,92.5
"1306E/888 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,740.0,Docklands,2,1,246.66666666666666
"2206/687 Latrobe Street, Docklands VIC 3008",0,Apartment / Unit / Flat,9,745.0,Docklands,1,1,372.5
"87 Montague Street, Southbank VIC 3006",0,House,11,825.0,Southbank,3,2,165.0
"2102/1 Balston Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,820.0,Southbank,2,2,205.0
"13/42 Eucalyptus Drive, Maidstone VIC 3012",1,Apartment / Unit / Flat,11,450.0,Maidstone,2,2,112.5
"70 Southbank Boulevard, Southbank VIC 3006",0,Apartment / Unit / Flat,10,820.0,Southbank,2,2,205.0
"4104/60 Kavanagh Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,820.0,Southbank,2,2,205.0
"1115/628 Flinders St, Docklands VIC 3008",0,Apartment / Unit / Flat,8,730.0,Docklands,2,1,243.33333333333334
"4304/60 Kavanagh Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,800.0,Southbank,2,2,200.0
"711/8 Pearl River Road, Docklands VIC 3008",1,Apartment / Unit / Flat,8,730.0,Docklands,2,1,243.33333333333334
"2910/241 City Road, Southbank VIC 3006",1,Apartment / Unit / Flat,10,800.0,Southbank,2,2,200.0
"2506/260 City Road, Southbank VIC 3006",0,Apartment / Unit / Flat,10,805.0,Southbank,2,2,201.25
"503/100 Harbour Esplanade, Docklands VIC 3008",1,Apartment / Unit / Flat,9,730.0,Docklands,2,1,243.33333333333334
"1510S/883 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,730.0,Docklands,2,2,182.5
"151/8 Waterside Pl, Docklands VIC 3008",1,Apartment / Unit / Flat,8,730.0,Docklands,2,1,243.33333333333334
"160 Queensville Street, Kingsville VIC 3012",0,House,8,720.0,Kingsville,3,1,180.0
"7/46 Edgar Street, Kingsville VIC 3012",1,Apartment / Unit / Flat,7,480.0,Kingsville,2,1,160.0
"1.37/120 Sturt Street, Southbank VIC 3006",1,Apartment / Unit / Flat,9,800.0,Southbank,3,1,200.0
"3303/7 Riverside Quay, Southbank VIC 3006",1,Apartment / Unit / Flat,9,795.0,Southbank,1,1,397.5
"45 Bishop St, Kingsville VIC 3012",1,House,6,750.0,Kingsville,3,1,187.5
"1906E/888 Collins Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,720.0,Docklands,2,1,240.0
"2B/81 South Wharf Drive, Docklands VIC 3008",1,Apartment / Unit / Flat,10,720.0,Docklands,2,2,180.0
"1/185 Queensville Street, Kingsville VIC 3012",0,House,7,675.0,Kingsville,3,1,168.75
"2203/15 Caravel Lane, Docklands VIC 3008",1,Apartment / Unit / Flat,9,720.0,Docklands,2,2,180.0
"1812/60 Kavanagh Street, Southbank VIC 3006",1,Apartment / Unit / Flat,10,800.0,Southbank,2,2,200.0
"1209/9 Power Street, Southbank VIC 3006",0,Apartment / Unit / Flat,9,800.0,Southbank,1,1,400.0
"5004/70 Southbank Boulevard, Southbank VIC 3006",0,Apartment / Unit / Flat,10,800.0,Southbank,2,2,200.0
"504/838 Bourke Street, Docklands VIC 3008",1,Apartment / Unit / Flat,8,720.0,Docklands,2,2,180.0
"S3008/231 Harbour Esplanade, Docklands VIC 3008",1,Apartment / Unit / Flat,9,720.0,Docklands,2,1,240.0
"8/40-42 Kingsville Street, Kingsville VIC 3012",1,Apartment / Unit / Flat,8,480.0,Kingsville,2,1,160.0
"8/69 Kingsville Street, Kingsville VIC 3012",1,Apartment / Unit / Flat,6,400.0,Kingsville,2,1,133.33333333333334
"18/57 Kingsville Street, Kingsville VIC 3012",1,Apartment / Unit / Flat,8,350.0,Kingsville,1,1,175.0
"4805/11 Bale Circuit, Southbank VIC 3006",0,Apartment / Unit / Flat,10,800.0,Southbank,2,2,200.0
